annotation,normalizedUnweightedBetweennessCentrality
precautionary saving,0.000025218446630926428
VRE,0.000025216138358387187
Late Iron Age,0.000025214034357412717
lightpath,0.00002521402560191125
menorrhagia,0.000025206662957757575
part-of,0.00002520437522718806
IL-22,0.000025199895078724278
acromegaly,0.000025197303407755313
cerebral angiography,0.00002519087349767393
Hyperoliidae,0.00002519021625771189
homophobia,0.000025177444740048316
random sequence,0.000025175572018959196
Bolzano,0.00002517279985583665
reversal potential,0.000025168083784439968
Gulf Stream,0.0000251645038202164
bronchial hyperresponsiveness,0.00002516368594150106
CX,0.000025158037029585153
rheumatism,0.00002515301999933838
ERCC1,0.000025152468264735725
PBM,0.000025152148923350447
Petrographic,0.000025148255360852225
blubber,0.00002513234661399312
ninety-eight,0.000025131661697838853
Macoma balthica,0.000025129619179110927
quantum chromodynamics,0.00002512190343423734
PKP2,0.000025118097254785536
Far East,0.000025114511331129067
gamma 2,0.000025112592908527945
thermal diffusion,0.000025107992624698487
Evert,0.000025104693347268683
crystalline silicon,0.000025089668596795505
prebiotics,0.000025080001659888366
hyperfine coupling,0.000025068835633920114
pudendal,0.000025062913255226032
large bowel,0.000025052860516266387
RAF,0.000025052585084229976
craniotomy,0.000025042901529526987
concept map,0.00002504220593661629
tonsillectomy,0.00002504092342460994
algebraic structure,0.000025040548238858866
Kruppel-like,0.000025037041538754127
galactokinase,0.000025035533994738357
thelytokous,0.000025026493403001467
nitration,0.000025020466143804042
Andersson,0.000025016472402508417
DSM IV,0.00002501572725183269
Breda,0.00002500992793380593
type II collagen,0.000025003993358260487
SVO,0.000025002120633220453
ox,0.000025000080291917874
Etanercept,0.00002499699097324658
diaper,0.000024996690142809663
ermine moth,0.000024994508201250364
PHA-L,0.000024991394355945948
Westerschelde,0.00002498837190464004
lambda-calculus,0.000024987288574977638
infectious mononucleosis,0.00002498683157272098
CRISPR/Cas9,0.00002498236164986179
Time-lapse,0.000024982031158193202
Abelian group,0.00002497992684090893
agarose gel,0.000024978000526119652
CCL20,0.000024974993792452592
Jefferson,0.000024973412120402755
t-statistic,0.000024967487407352966
genitive,0.00002496331508822517
xanthophyll,0.00002495684187364529
The routine,0.000024945040636569995
bounding box,0.000024934971071632192
slag,0.000024929515914927724
Prenatal diagnosis,0.00002492869332446276
flucloxacillin,0.000024926638241705815
ribosome biogenesis,0.000024919656820524615
glans penis,0.000024897063225794323
provocation test,0.000024895687814413343
abdominal distension,0.000024890118891989346
Amazon Basin,0.00002488703857898695
ERR,0.000024880324913790438
Liege,0.000024878238017964667
EMBO,0.000024874157192543622
crystallin,0.00002486764847177498
integral membrane protein,0.000024859146771576765
schizotypy,0.000024854473588806388
Ceram,0.000024854407855356136
succinic semialdehyde dehydrogenase,0.00002484670293482212
pericytes,0.00002484260364958739
prow,0.000024838787505101394
bisphenol-A,0.00002482875858868987
external fixator,0.000024826134575944334
salvage therapy,0.000024821790172989863
pediatrics,0.000024820915236588017
discrete event simulation,0.000024818768674997103
racemization,0.000024818597470986573
Fusobacterium nucleatum,0.000024809855657477773
Rhinovirus,0.000024808284173056845
sex determination,0.000024806060224233596
micronuclei,0.000024802326908891346
neutral current,0.00002479844325409641
zinc oxide,0.00002479429712989365
DART,0.000024792467565381177
Functional MRI,0.0000247923502306449
plastic surgery,0.00002477651281572045
Cobalt,0.000024773315419019288
Pulmonary arterial hypertension,0.000024771544779238214
photoinduced charge separation,0.000024771255421078948
adverb,0.000024756001194757436
isoflurane,0.000024755494951737665
Helmholtz free energy,0.000024750272109444798
endoskeletal,0.00002474753606158296
chronic toxicity,0.000024745481296988488
myelofibrosis,0.000024745013205886997
acetal,0.000024735734021658372
alkalosis,0.000024732974706511276
non-insulin-dependent diabetes mellitus,0.00002473224406823021
NMe,0.00002472885655423494
bleach,0.000024721927259894504
twin-twin transfusion syndrome,0.00002471626714184401
anticorrelation,0.00002469322915526479
mental rotation,0.00002468128444358057
L. rubellus,0.000024680332876611676
referendum,0.000024678270031715555
amastigotes,0.00002467782148821091
Lagrange multiplier,0.0000246776769082777
Inga,0.00002467675748343774
seminal fluid,0.00002467263385141749
tissue factor pathway,0.00002466968035158381
bioluminescence imaging,0.000024667297664009807
Adenosine,0.000024666971315864146
eurozone,0.0000246668263850977
hexa,0.000024662692085100013
DPI,0.000024660018631742624
clinical symptom,0.000024652319087788107
ISSN,0.00002465134681381923
cavity ring-down spectroscopy,0.00002463719856667896
23S rRNA,0.000024625972720522764
predator-prey interaction,0.000024624086642141812
Mycobacterium tuberculosis complex,0.00002462336160205931
passerine,0.000024616890456363192
Truncation,0.00002461538725927111
thoracoscopy,0.000024611793336616773
U937 cells,0.000024603851874689314
diastereoselectivity,0.000024601600124662604
G-type,0.000024598603182244773
Brenner,0.000024595409458174022
Quality control,0.00002459255584278673
hypokinesia,0.00002459144986983019
co-incubation,0.00002458855419617189
oesophagitis,0.000024582196036073472
Critically Endangered,0.000024570816079017995
mantle convection,0.000024566064732929976
IL-1ra,0.00002455676957753134
phosphane,0.000024546214266010288
shared object,0.000024542833859537883
superior colliculus,0.000024539231002664768
MMP-1,0.00002453338580495153
pituitary hormone deficiencies,0.000024532904753194095
chromosome abnormalities,0.00002453069483027238
amphetamines,0.000024529684325430722
classical complement pathway,0.000024527961192207188
mudflat,0.000024526398438608874
vesicle fusion,0.000024524956684219347
motor imagery,0.0000245245122555626
remanence,0.000024521736994859107
skeletal dysplasias,0.000024521543917174234
raised bog,0.000024520293289477674
pentanal,0.00002451472692778893
cotrimoxazole,0.000024511532653152427
Sephardic Jews,0.00002451009523891688
chronic liver disease,0.000024509783522661416
Michelotti,0.000024502737136777924
UAI,0.000024501106773471352
assay sensitivity,0.000024492757200212527
Pleiades,0.00002449199750863343
saccadic eye movement,0.000024488234527757512
histone deacetylase inhibitor,0.000024483010795096983
surface normal,0.000024470323968811506
islet,0.000024465783729142982
atmospheric pressure chemical ionization,0.00002446065734459328
deoxygenation,0.000024459733034063148
mylonitic,0.000024459017903403543
grand-canonical,0.000024457667858613085
Sesame Street,0.00002445424641103278
Late Triassic,0.000024449445081603503
ABCC1,0.00002444648421021969
pegylated,0.0000244452946631559
prostate specific antigen,0.000024444713007366116
lattice constant,0.00002444031625938771
Tethys,0.000024439010280882822
MUC5B,0.00002443584064988833
Mamestra brassicae,0.000024433494812943323
Scanning electron microscopy,0.000024431465537374675
Eifel,0.000024430332070405568
asymptotic efficiency,0.000024430154327623633
microquasar,0.000024427289784220686
t.i.d.,0.00002441117103972084
upper quartile,0.000024410295971053748
Phillips curve,0.00002440988577829698
LNCaP,0.000024409364056314486
polyether,0.00002440689629160248
submandibular gland,0.00002439477343305426
photovoltaics,0.000024392397460268385
homocystinuria,0.000024388544766776846
Minimally invasive surgery,0.000024384531910404078
APTT,0.000024378386817392993
Protonation,0.000024374893563498555
DLT,0.00002437376654507992
barbiturate,0.000024369209943771298
Carinodens,0.000024366117375159966
P. nigra,0.000024360255719407947
cAMP-dependent protein kinase,0.00002435464468881238
Infrared spectra,0.000024348439773842554
waterfowl,0.00002434532788265193
copy number variants,0.000024341446981293456
antisense oligonucleotide,0.000024337015099878004
PTS2,0.000024331379209576014
contractile element,0.000024326762830549505
volume rendering,0.00002432197239780685
MYBPC3,0.000024320557137611606
IMI,0.000024320011495226504
Chromatium,0.000024309670346316783
dalteparin,0.000024299551334023614
Microsoft Excel,0.00002429452673002134
hardground,0.000024290654309107942
cephalic presentation,0.000024286841823985602
natural killer cell,0.000024286364406448445
cholate,0.000024284018695958034
foramen,0.000024273815968985914
dry summer,0.00002427374672143812
empirical Bayes,0.0000242696023590228
horticulture,0.000024268874239944684
IVUS,0.000024267301138569233
The choice,0.00002426600365735348
whey,0.000024262170433531036
homolytic,0.000024258099757228262
Physical Medicine,0.000024252981880821282
twin study,0.000024249376577738577
NKVD,0.000024247941827376536
Statistical inference,0.000024245884050156386
HIF-1,0.000024243800111613796
failure mode,0.000024239356084039255
psychopharmacological,0.000024237427087582434
Trichuris trichiura,0.00002423218462070445
granular layer,0.00002423115662717628
Bornean orangutan,0.000024228115188335194
2017 European,0.000024215812713762097
autoimmune disorder,0.000024215333773001745
phase boundary,0.00002421157872480907
Virtual reality,0.000024208818207047382
metadynamics,0.000024208316981325874
anamnestic,0.000024202088191869792
CADM1,0.000024198861617168612
Buss,0.000024198847502263963
biological diversity,0.000024192492030403754
ductus arteriosus,0.000024190123772384273
inertial sensor,0.000024183119659928954
neostriatum,0.0000241808931147772
Amersfoort,0.00002417022168722447
Bioturbation,0.000024170093747776568
synaptonemal complex,0.00002416985008720725
HNO3,0.00002416369596050366
preposition,0.000024156571943254896
zero-age main sequence,0.0000241564320946587
Euler characteristic,0.00002414811976846711
cladribine,0.00002414280044227633
Cartesian,0.00002413704041446249
thrombosed,0.00002413367271422527
Paracoccus,0.000024121760282334036
cluster sampling,0.000024120829930458832
micafungin,0.000024119902199857005
iron deficiency anemia,0.000024111020057388378
Nrf2,0.000024110179265034672
periphyton,0.00002410612341292855
macular hole,0.000024102475973282497
undecided,0.000024101084370937488
microstate,0.000024098288175163716
hormonal contraceptive,0.00002409824087915401
tonne,0.000024097191792845304
reverse causation,0.000024096952051013984
paediatrician,0.000024095990365434195
Ukrainian Shield,0.000024093639234725887
time series analyses,0.000024091442156963983
Opacity,0.00002409136251994481
hypermutation,0.000024081329735295724
gene duplication,0.00002407060375923596
2-oxoglutarate,0.000024070013204135995
complex adaptive systems,0.00002406487343471584
distant relatives,0.00002406080066532547
acrylate,0.00002405809804844342
benzothiazole,0.000024055673118622075
schwannomas,0.000024054386070620816
lubricant,0.00002405343077343897
leukoplakia,0.000024049713080405697
Extracellular matrix,0.000024048424290647772
web portal,0.000024047771024817917
astaxanthin,0.000024038358641925507
mesylate,0.000024028124150151505
herbaria,0.000024019447934943537
Eisler,0.000024016669244647058
Braak,0.000024016483149481904
diagnostic model,0.000024015416114535583
Columba,0.00002401381398236263
Duchassaing,0.000023998594388823333
esophagogastric junction,0.000023998205095293423
rhyolitic,0.000023998011861983888
neurorehabilitation,0.000023992531896632695
bone conduction,0.00002399152744675548
lymphoproliferative,0.000023981638878239205
Stroop test,0.000023976384026254355
econophysics,0.000023975769208383993
cleavage product,0.000023973903738784616
Rhodopseudomonas palustris,0.000023972918726133165
phosphorylase,0.000023972226931322848
EPCR,0.00002396629583318302
relationship maintenance,0.000023956550330052615
stochastic dominance,0.000023953863813117243
codon usage,0.000023948148949803516
Metropolis algorithm,0.000023945078994696335
tetramethylammonium hydroxide,0.000023944402959595484
freshwater mussel,0.000023942400777287864
knowledge economy,0.000023939878981322287
autozygosity,0.000023939240260013662
pornography,0.000023932360970868756
DMB,0.000023929420590371498
Baudelaire,0.00002392663667234122
mammary tumor,0.000023926172714425333
glycemia,0.000023919947577502818
secukinumab,0.00002391755033808673
allegory,0.0000239168958623289
GD.,0.00002391020912374172
hyperfine splitting,0.000023903858651215066
linkage group,0.000023902581024971184
37 days,0.000023902383474829418
surgical complication,0.000023901946169711706
Parasite,0.00002390108082630895
lisinopril,0.00002389936387641172
ventricular hypertrophy,0.00002389865862592939
polyene,0.0000238982291103716
Italian peninsula,0.000023891335699173204
diffusion tensor,0.00002388324447836624
racemase,0.000023882705802812797
tauopathies,0.000023879253785569436
Socioeconomic status,0.000023871565888743145
cell nuclei,0.00002386477963996212
Condensation,0.000023854221983737882
radioresistant,0.000023853775594079104
bone maturation,0.000023850264060909833
infiltration capacity,0.00002384458325837815
WO,0.000023841997442056763
QTc prolongation,0.000023839597432696217
PSY,0.000023832065568173265
Cluster C,0.000023828631383152923
orientalist,0.000023825061942391384
Christmas,0.000023822450686677414
cox,0.00002381623590620597
spatial models,0.000023815565888970616
price discrimination,0.00002380979997646462
CH3I,0.00002380092469123947
18-crown-6,0.000023795922963673366
Interactive storytelling,0.000023784650715422824
thioredoxin,0.000023784342627847153
chromosome abnormality,0.000023778874991286344
automatic speech recognition,0.000023775734947039888
Collision-induced dissociation,0.00002377463152392501
Hyperhomocysteinemia,0.000023774598686042927
gross primary production,0.000023773616277123118
BEM,0.000023770975125621347
Lie groupoid,0.0000237671671895982
production factors,0.00002376119244914783
NAC.,0.000023752975442514863
E4,0.000023747826954711134
orbital elements,0.00002374745570858605
base deficit,0.000023742402290620762
peroxisomal targeting signal,0.00002374000040250289
lysimeter,0.000023722858642330835
reverse transcriptase PCR,0.000023721064252315096
hypnotherapy,0.000023718958374816
oomycete,0.00002371717716738974
blue shift,0.000023715207582801665
Macdonald polynomials,0.000023713700615434623
estriol,0.00002370725171664544
Syncope,0.00002370363757009375
Apolipoprotein E,0.00002369872943136399
hyperekplexia,0.00002369635246210698
paraquat,0.000023687462846487498
marine realm,0.000023682623620153416
Mie theory,0.000023681261631134972
nephrology,0.00002368014075597746
determinative,0.00002367301237289239
commensals,0.000023672406880243903
crotonaldehyde,0.000023669634624120636
fundamentalist,0.000023667561557251497
ces,0.00002366604137692537
mesopelagic,0.000023650890244074875
glucose-6-phosphate,0.000023649227539478856
speleothems,0.000023648103827314183
salt bridge,0.000023646940061511023
left anterior descending,0.00002364325347753241
carbon nanotube,0.00002364174858717077
Pseudallescheria,0.0000236363740415268
incidental finding,0.00002363529825457797
freeze-fracture,0.000023631548885442697
functional abdominal pain,0.000023631081292221636
peripheral artery disease,0.000023627245596421434
interstitial lung disease,0.00002362546574689379
H-R diagram,0.000023622954581804436
HVC,0.00002361304639083827
guanylate cyclase,0.000023610539723259784
pluripotent stem cells,0.000023607542794525302
Aculops lycopersici,0.000023604061679486415
vector bundle,0.0000236034879446496
patient reported outcomes,0.000023599524158491844
UGT1A1,0.000023598578836530404
vertical transmission,0.000023590658182146225
T-stage,0.000023587784283543975
shotgun,0.000023574582895767354
luteal,0.00002357391649677012
ethynyl,0.000023572941693798895
anginal,0.000023571817076368575
Potts model,0.000023571614494742662
orbital velocity,0.000023568963209830064
molecular sieve,0.00002356716250083698
phenanthridine,0.000023560719466924718
sacroiliac joint,0.000023557351969237625
solid tumour,0.00002355609965432372
leucopenia,0.000023555966721231604
synrift,0.000023553924933748193
Hercynian,0.000023543003140483328
coralline algae,0.00002354001251645929
Stromboli,0.000023538013886183175
gallery forest,0.00002353707045130708
Seychelles,0.000023528920730938356
transposable elements,0.00002352135292630706
Synchrony,0.000023517036511092417
nucleoplasm,0.000023512022997861825
Fibroblast,0.00002351081622864292
roughness length,0.000023507233551639735
Schoenus,0.000023499161687136424
Krawtchouk polynomials,0.000023499141052161596
ferrocene,0.000023498356436587373
HPV vaccine,0.000023493803600322482
quaternary structure,0.000023489692786235997
Fourier domain,0.00002348178130509938
monoaminergic,0.00002348051810035429
monoid,0.00002347678661255675
Dermatitis,0.00002347572672166831
yaw,0.000023475133453313526
Folate,0.00002347358478727096
tooth eruption,0.000023471817805341255
French language,0.000023464038724214103
Lorenz curve,0.000023463642172985028
sharp peak,0.000023455859765682742
Leiden University Medical Center,0.000023453820652782902
metalloid,0.000023450051877588723
petrolatum,0.00002344191921098198
CXCR2,0.000023433127690658988
quantitative trait loci (QTL),0.000023431390267944236
psycholinguistics,0.000023430547143279276
time-constant,0.00002342910711710225
thrombospondin,0.00002342824089044573
social learning theory,0.00002342731863510676
alibi,0.000023426863327955433
Descartes,0.000023424669844629188
Opisthocomus,0.000023424122152728143
Cracidae,0.000023424122152728143
blood brain barrier,0.000023422986809755387
BJOG,0.000023417458013950127
Hoechst,0.000023414203878911298
cone-beam CT,0.00002340314420234095
nuclear family,0.000023400928524417554
phosphatidylethanolamine,0.000023398814402677144
Regan,0.00002338821953373129
Working Memory,0.000023385941435780184
soliton,0.0000233810764782603
minimum description length,0.000023380741275774456
isochronous,0.000023376444399842078
bowel obstruction,0.000023372616124513024
amblyopia,0.000023370202133119787
biocatalyst,0.000023361286647412155
isocenter,0.000023360186715601927
compound library,0.000023358603473460523
population stratification,0.00002335576341177656
primary amine,0.00002335194758772391
restriction fragment length polymorphisms,0.000023347993923531544
Acidobacteria,0.000023346234250044722
group therapy,0.000023332380267552547
pentobarbital,0.000023327100814968202
iPr,0.0000233179616448028
Actigraphy,0.00002331673475131359
Straumann,0.000023313670073078535
eumycetoma,0.000023312849965130935
ERBB2,0.000023304935391312996
mercuric chloride,0.000023301906130976984
scattering theory,0.00002330161697736704
dwarf spheroidal galaxies,0.000023297498927318955
intra-rater reliability,0.00002329734889495099
HESS,0.00002329626328555025
terminal half-life,0.00002328550052258582
X-ray burst,0.000023285048675767283
SPs,0.00002328004259489084
lipocalin,0.00002328001254870762
Roman army,0.000023277735003047497
vecuronium,0.000023267514869453254
Fc receptor,0.000023266230428837504
calcipotriol,0.00002326607236979366
non-volatile,0.0000232650872029373
n-propyl,0.000023262376129039426
sympathetic innervation,0.000023260942196030784
pseudogenes,0.000023260349509999516
Celastraceae,0.000023259936055695302
financial reporting,0.00002325732065296638
provirus,0.00002325553118755721
cryoablation,0.00002325491417838791
CLA,0.000023251324403382115
canonical correlation analysis,0.000023251311519882462
alfalfa,0.000023248733341883507
work function,0.0000232478280753774
mitochondrial disease,0.000023232314452582558
AGP,0.00002322800099117684
Samoa,0.00002322787094258274
cerebral vasculature,0.000023227418072524723
quadriceps muscles,0.00002322727635871211
median sternotomy,0.000023226709239690843
network meta-analysis,0.000023221412109456227
amino terminus,0.000023214204619559535
SIX1,0.000023213519788321678
bezafibrate,0.000023210111508478964
Vibration,0.000023208444945395726
mitochondrial matrix,0.000023203497175438346
flow diagram,0.000023203096316302777
transpressive,0.00002320095761848222
ventricular arrhythmia,0.00002319931367723838
ZPP,0.00002319530626029004
AZA,0.000023190891006282732
Anticoagulant,0.00002318767881913358
SUDS,0.00002318253489516782
buffer capacity,0.000023181362147723966
electronegative,0.000023177743044943152
diastereoisomer,0.0000231760446987631
Niklas,0.000023175547031004937
population pharmacokinetics,0.000023174656387877755
quetiapine,0.000023173801597312914
iterative method,0.00002316947886368216
blinded study,0.00002316840022590114
mural,0.00002316775423335768
viscometer,0.00002316139290945208
Turin,0.000023160961830730704
child psychiatry,0.000023158485321229918
Skagerrak,0.000023158398847223865
sodium phosphate,0.000023143951534108134
sperm motility,0.000023139641039030526
Hydrophilic,0.000023133298542511703
ADT,0.000023129762857118202
calcium antagonist,0.000023128452802139834
Grenoble,0.000023126825264902167
variation analysis,0.000023125666590611342
Pb-Pb,0.00002312283545477453
demethyl,0.000023117724879183238
nozzle,0.000023112780674851104
CB2,0.000023105919682737785
Electromyography,0.00002310206780516609
mesalazine,0.000023097618371592625
Leukoencephalopathy,0.00002309358486316204
phase velocity,0.00002308929444733166
lifeworld,0.000023084751626853867
policy debate,0.000023075789201038808
anorectal manometry,0.00002307412993021666
Atmosphere,0.000023074086502568597
counterparty,0.00002306759952532137
PLTP,0.00002306709186969874
cardiologist,0.00002306501524024252
Web services,0.000023057698916473537
biosimilar,0.000023057014435815803
poloidal,0.00002305653299677055
beat frequency,0.000023055369822968604
piebaldism,0.00002305460457301274
internal market,0.000023048556094611342
ADDS,0.000023046106505162622
sPLA2,0.00002304428657477418
potentiometric,0.00002303852856715389
Leopold,0.00002303725962652309
ephemeris,0.0000230309200558526
Cushing,0.00002302678240242797
bariatric,0.000023026778247758957
TEC,0.000023025938520836737
hypervigilance,0.000023024122778461424
dietician,0.00002302235428481695
muscle tone,0.000023019946131079157
sodium lauryl sulphate,0.000023018607001576494
metal-organic,0.000023010203161582374
parthenogenesis,0.000023006657999734722
Robert Leslie Ellis,0.000023005764916039838
kabbalistic,0.000023004598422944785
tumor necrosis factor receptor,0.000023001848186397784
power series,0.000022999587821069866
autocorrelated,0.000022994465001628908
differential operator,0.00002298705082693823
flue gas,0.00002298146733272131
mycotoxin,0.00002296908899334498
soldering,0.00002296881883693481
water volume,0.000022950843836057462
brachycephaly,0.000022949008439067618
erbium,0.000022936560645624278
non-equilibrium dynamics,0.00002293269111603679
Hitler,0.000022932451692188982
annexin,0.00002292427609402453
gastrointestinal bleeding,0.000022919438827688416
dilepton,0.000022914732883913307
SME,0.00002291169613736263
two-photon absorption (TPA),0.000022910987802648366
oxazolone,0.000022908994762610126
serpin,0.000022904088426095554
phentolamine,0.000022903897887341224
osteolytic,0.000022903818566865912
dorsal column,0.000022896384322322233
problem solving environment,0.000022894936489250237
optical path length,0.000022894791917053704
slow wave sleep,0.000022893017790627637
phonolitic,0.000022892006245446892
contour length,0.000022886997096293868
option pricing,0.000022886070408822528
local minimum,0.000022881944934255242
Rituximab,0.000022880541233424727
triple point,0.000022880471602038035
ectotherms,0.00002286835980138134
GM1,0.00002286736817176025
epimerization,0.000022861683564369056
bipolar cells,0.00002285491322435837
binary classification,0.00002284645901736863
noun phrase,0.000022846270031979546
zerovalent,0.000022840427220037794
SH2B3,0.000022838217111437275
low-light,0.000022837538648080795
fetal hydrops,0.00002283698942690933
exocytotic,0.000022834322948754895
5'-nucleotidase,0.000022834260000767734
HEMA,0.000022832533550090507
Adipose tissue,0.000022828661735205334
Anonymous,0.000022819503285256033
inhaled corticosteroid,0.000022815409110215354
geothermal gradient,0.000022805725054551215
Coloured,0.000022804571846580234
Giant Metrewave Radio Telescope,0.00002279726263977592
sodium perchlorate,0.000022795835864470586
alpha-helices,0.000022793607063710827
Lorentz invariance,0.000022792589389205093
pathfinding,0.000022790744666942506
shape parameter,0.00002279013459327099
environmental impact assessment,0.000022784808838513643
rugby union,0.000022780571014078142
packing fraction,0.000022776758877819343
irreducible representation,0.000022775065795276265
human herpesvirus,0.00002277309397707558
farnesoid X receptor,0.000022769184835097923
classical test theory,0.000022761160110816272
The members,0.000022760635073964763
topological insulator,0.000022747095650833206
MINT,0.000022745110263924066
ice age,0.000022744401410009173
endocrine disrupting chemicals,0.000022744174103445336
core-mantle boundary,0.000022739091117282546
risk attitude,0.000022733220368199258
somatosensory cortex,0.000022732331736333782
Nicotine,0.000022731384406101588
Southern California,0.000022719575864556087
balanced scorecard,0.00002271825315933537
structural isomer,0.000022715799785231263
spin-labeled,0.00002271525613229038
teniposide,0.000022709492979794555
anisotropic diffusion,0.00002270831471671502
cyclosporin,0.000022705460645975364
blister,0.00002270459602692884
Calanus,0.00002270149182254678
lead optimization,0.000022691323386272086
phosphorescent,0.0000226833028424829
PDE5,0.000022679105675272648
apnoea,0.000022676087773193896
alpha-ketoglutarate,0.000022674241784972733
Metabolomics,0.000022670201814976875
crevicular,0.000022662593477970876
horizontal transmission,0.000022660396138839308
Acinetobacter baumannii,0.0000226594373011207
Oncogene,0.000022658784648472795
two-component system,0.00002265852484737828
Pb-210,0.000022651561996188095
microCT,0.0000226495261699981
HID,0.000022647184769108235
representative democracy,0.000022646986776247102
Ansatz,0.00002264236353065507
hypernasality,0.000022640978290033384
Alicante,0.000022636503063469508
Moluccas,0.000022635323925678228
Laparoscopic surgery,0.000022631219221620665
Z score,0.00002260740818966066
AWG,0.000022597643785594754
dura mater,0.00002259733130078479
c-Met,0.00002259511632575462
Peel,0.000022594677545310903
Lactuca serriola,0.000022588972499969312
antihypertensive treatment,0.000022585182329893457
cohort analysis,0.000022584502312710885
ideomotor,0.000022582382186305862
myocardial infarct,0.000022572539362577404
allyl alcohol,0.000022564750247320093
anti-de Sitter,0.000022562058754887747
somatoform disorders,0.000022553533542335013
hematopoietic cell,0.000022546288852139944
iron deficiency anaemia,0.00002254183669879006
DPPC,0.000022536453954507423
LHRH,0.000022533829698647886
leptospirosis,0.000022533562767977048
dwarf galaxy,0.000022529455855879432
pure tone,0.00002252552422639135
crevasse,0.00002251281443050857
random matrix,0.000022512359212506895
opioid antagonist,0.000022508068057232195
skinfold thickness,0.000022503432919280066
Chlamydia pneumoniae,0.000022495350533446827
Condom,0.000022491680821886056
Adenoviral,0.000022489072118313882
corpus cavernosum,0.00002248650055645842
calcium metabolism,0.000022486470369347355
intranasal administration,0.000022484865604485473
polyploid,0.000022480616419066928
component model,0.00002247628304335965
heroin-assisted treatment,0.000022472890046259622
Type 2 diabetic,0.0000224727066255397
bathypelagic,0.00002247027330819656
reduplication,0.000022467310192512007
ADM,0.000022464657428889272
dwarf shrub,0.00002246335749743935
liquid crystals,0.00002246309819934818
ultraviolet light,0.00002246202910674766
flood mitigation,0.00002246153351229295
stochastic calculus,0.000022452274566117673
IL18,0.000022452241466889785
polyandrous,0.00002245173511600641
mass flux,0.000022444842406909997
Swift satellite,0.000022442037812786207
chronic inflammatory demyelinating polyneuropathy,0.00002243989385717454
TNM stage,0.00002243390987497758
Franciscan,0.000022433831379056375
Amblyseius,0.0000224309592858533
STAT5,0.000022427367949877365
tympanic,0.000022426625727469667
L-asparaginase,0.000022424203569657077
moment generating function,0.000022418696117367774
mitochondrion,0.000022413400507632495
Hydrolysis,0.000022409073318619115
pioglitazone,0.00002240725708937602
pyrazine,0.000022391754502820905
T-matrix,0.000022391162724827238
NOTCH1,0.000022386691406354877
Wound healing,0.000022385674665259562
Alternaria,0.000022384878915508795
Pesticide,0.000022381632090115127
stochastic differential equations,0.000022378583300743767
cocoa,0.00002237835424970191
bullous pemphigoid,0.000022373458051123612
tooth brushing,0.000022371032576106526
Echo,0.0000223677612826997
cliff,0.000022367622765645745
downy mildew,0.00002236468258673072
CGRP,0.00002235892883315575
lamotrigine,0.000022357101600299794
balance sheet,0.000022345871131260257
gold nanorods,0.000022344575670179523
gamma probe,0.00002234402864404717
vanilla,0.00002234380101800247
Phosphatase,0.000022340227533124144
polemic,0.00002233733574881755
steady-state levels,0.00002233541272977752
charge-coupled device,0.000022325418298458382
varenicline,0.000022324843238464983
HTC,0.00002232388951214863
PZ,0.00002232272036403363
quasispecies,0.000022322639408652667
paralogs,0.000022313650406120517
granitoid,0.000022313128038471025
CD127,0.0000223054310032757
hemoglobin A1c,0.000022302860255887752
polyunsaturated,0.00002230118054163692
illuviation,0.000022277925964150726
preoptic,0.000022272622671532292
sister lineage,0.000022263367542653397
acidemia,0.000022261685007447506
current version,0.00002226043738248028
splice-site mutations,0.00002225561687876315
Water content,0.000022254550930766913
suborder,0.000022253716228042795
Fibrin,0.000022252502592037795
Zumaia,0.000022242903898583737
daunomycin,0.000022240642073030154
explicit memory,0.000022235759253105777
actigraph,0.00002223479973369509
gram-negative bacterium,0.000022233423840364242
EXOSAT,0.000022233094420680224
data validation,0.000022227640608206915
crown group,0.000022227571655091783
STIS,0.000022224516115261835
Neoseiulus,0.000022218362591480762
grade point average,0.000022217385758905573
4 minutes,0.000022211040003978413
benzophenone,0.000022209251492628894
water splitting,0.000022207669110438815
sphingolipids,0.000022206832750624155
cytopathology,0.000022205171540355317
fig,0.000022196959957962617
multiplayer,0.000022195366010823205
castration-resistant prostate cancer,0.000022192067547108823
MOG,0.000022191375154974514
occludin,0.000022187070080660546
Enterobacter,0.000022183829079356154
Dark Matter,0.0000221739246110794
stratified random sample,0.000022172695299340114
pyrolytic,0.000022169495657720194
protein S deficiency,0.000022158738981789478
green leaves,0.000022158448061978884
dissolved inorganic carbon,0.000022155693137757352
transmembrane potential,0.000022152898964331988
Urinary incontinence,0.00002214882582386002
Enterococcus,0.00002213958397404991
glutathione peroxidase,0.000022138401987805812
LOA,0.000022137086767145347
empirical consequences,0.00002212983707508757
dichotic listening,0.000022125306620264524
CD1d,0.00002211972221190508
Cournot competition,0.000022113029843319554
asymptotically flat,0.000022109459968673076
phototactic,0.000022103833754773577
overdiagnosed,0.000022100155910208133
acute phase protein,0.000022099317588452345
microrheology,0.000022091716383160745
Tyrrhenian Sea,0.000022091464654906784
protamine,0.000022089193895221562
Sweet,0.00002208554780343997
E3 ubiquitin ligase,0.000022084658057003512
numerical cognition,0.000022072707590998752
BDP,0.000022070558066165386
erythritol,0.00002206769043019348
mosasaurs,0.0000220638439277009
chymotrypsin,0.00002206060308889923
fine structure constant,0.000022059160084657627
urine culture,0.00002205549368628829
drone warfare,0.000022055426169599788
