 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" , "cited_by_article" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1171" , "Determinants of Quality of Life and Role-Related Disability After Injury: Impact of Acute Psychological Responses" , "2005" , "Atkin - Christopher" , "The Journal of Trauma: Injury, Infection, and Critical Care" , "6" , "59" , "1328--1335" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.ta.0000197621.94561.4e" , "https://w3id.org/oc/corpus/br/1126" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1171" , "Determinants of Quality of Life and Role-Related Disability After Injury: Impact of Acute Psychological Responses" , "2005" , "Kossmann - Thomas" , "The Journal of Trauma: Injury, Infection, and Critical Care" , "6" , "59" , "1328--1335" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.ta.0000197621.94561.4e" , "https://w3id.org/oc/corpus/br/1126" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Freeman - Ellen W." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Freeman - Ellen W." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/4654735" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Sammel - Mary D." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Sammel - Mary D." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/4654735" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Gross - Stephanie A." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Gross - Stephanie A." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/4654735" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Pien - Grace W." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1387" , "Poor sleep in relation to natural menopause" , "2015" , "Pien - Grace W." , "Menopause" , "7" , "22" , "719--726" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0000000000000392" , "https://w3id.org/oc/corpus/br/4654735" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Joffe - Hadine" , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Joffe - Hadine" , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/5199814" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Soares - Claudio N." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Soares - Claudio N." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/5199814" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Thurston - Rebecca C." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Thurston - Rebecca C." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/5199814" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "White - David P." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "White - David P." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/5199814" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Cohen - Lee S." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Cohen - Lee S." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/5199814" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Hall - Janet E." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/1313" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1391" , "Depression is associated with worse objectively and subjectively measured sleep, but not more frequent awakenings, in women with vasomotor symptoms" , "2009" , "Hall - Janet E." , "Menopause" , "4" , "16" , "671--679" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/gme.0b013e3181957377" , "https://w3id.org/oc/corpus/br/5199814" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Bottle - Alex" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/656" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Bottle - Alex" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/2545083" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Millett - Christopher" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/656" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Millett - Christopher" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/2545083" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Xie - Yu" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/656" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Xie - Yu" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/2545083" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Saxena - Sonia" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/656" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Saxena - Sonia" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/2545083" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Wachter - Robert M." , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/656" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Wachter - Robert M." , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/2545083" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Majeed - Azeem" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/656" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/730" , "Quality of Primary Care and Hospital Admissions for Diabetes Mellitus in England" , "2008" , "Majeed - Azeem" , "Journal of Ambulatory Care Management" , "3" , "31" , "226--238" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.jac.0000324668.83530.6d" , "https://w3id.org/oc/corpus/br/2545083" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Barton - M." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/807" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Barton - M." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/1760018" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Meyer - M. R." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/807" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Meyer - M. R." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/1760018" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Meyer - M. R." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/1933126" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Meyer - M. R." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/2021819" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/817" , "Postmenopausal Hypertension: Mechanisms and Therapy" , "2009" , "Meyer - M. R." , "Hypertension" , "1" , "54" , "11--18" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/hypertensionaha.108.120022" , "https://w3id.org/oc/corpus/br/3230449" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/807" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722916" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722939" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/3195969" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5263958" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5615585" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/6761829" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/7235003" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Laursen - J. B." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/8320114" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/807" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722916" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722939" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/3195969" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5263958" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5615585" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/6761829" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/7235003" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Somers - M." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/8320114" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/807" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722916" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722939" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/3195969" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5263958" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5615585" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/6761829" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/7235003" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "Kurz - S." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/8320114" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "McCann - L." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/807" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "McCann - L." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722916" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "McCann - L." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/2722939" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "McCann - L." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/3195969" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "McCann - L." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5263958" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/894" , "Endothelial Regulation of Vasomotion in ApoE-Deficient Mice : Implications for Interactions Between Peroxynitrite and Tetrahydrobiopterin" , "2001" , "McCann - L." , "Circulation" , "9" , "103" , "1282--1288" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.103.9.1282" , "https://w3id.org/oc/corpus/br/5615585" ,
